longitude,latitude,temp_seasonality,temp_annual_range,precip_driest_quarter,max_temp_warmest_month,annual_precipitation,precip_coldest_quarter,isothermality,elevation,sand_frac_pct,gravel_frac_pct
-69.63680839136984,-10.858735936439103,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,292,37.25,0.0
-69.63657616379783,-10.854379145704364,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,297,37.25,0.0
-69.63634403502935,-10.850022348975015,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,297,37.25,0.0
-69.63611200505758,-10.845665546253633,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,296,37.25,0.0
-69.63588007387571,-10.841308737542766,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,296,37.25,0.0
-69.63247363263152,-10.86331698139846,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,294,37.25,0.0
-69.63224136759673,-10.85896010461332,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,294,37.25,0.0
-69.6320092013465,-10.854603221833466,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,298,37.25,0.0
-69.631777133874,-10.850246333061468,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,298,37.25,0.0
-69.6315451651724,-10.845889438299888,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.63131329523489,-10.841532537551286,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.62790654097407,-10.863541185312055,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,294,37.25,0.0
-69.62767433729233,-10.859184216502328,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,294,37.25,0.0
-69.62744223236935,-10.85482724170034,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,298,37.25,0.0
-69.62721022619829,-10.850470260908669,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,298,37.25,0.0
-69.62697831877229,-10.846113274129864,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.62674651008462,-10.841756281366496,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.66319832981338,-10.665268554151014,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.6629699618794,-10.66091223840644,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,288,37.25,0.0
-69.65863403019905,-10.665489116579437,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.65840572240987,-10.661132708713296,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,289,37.25,0.0
-69.65406972428072,-10.665709623792802,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.65384147664167,-10.66135312382803,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,289,37.25,0.0
-69.6495054120597,-10.665930075783658,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.64927722457614,-10.66157348374318,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,281,37.25,0.0
-69.64494109353726,-10.66615047254454,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.64471296621453,-10.661793788451297,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,281,37.25,0.0
-69.64037676871465,-10.66637081406798,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,297,37.25,0.0
-69.64014870155812,-10.662014037944909,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,289,37.25,0.0
-69.6358124375932,-10.666591100346524,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,297,37.25,0.0
-69.63558443060822,-10.66223423221657,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,289,37.25,0.0
-69.63102015336608,-10.66245437125882,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.626455869833,-10.66267445506421,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.62189158001024,-10.662894483625283,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,297,37.25,0.0
-69.61732728389914,-10.663114456934592,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,298,37.25,0.0
-69.66251352214174,-10.652199589215998,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,282,37.25,0.0
-69.66228545032465,-10.647843255775255,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,280,37.25,0.0
-69.66205747719981,-10.64348691644091,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,280,37.25,0.0
-69.66182960276055,-10.639130571215532,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,275,37.25,0.0
-69.66160182700018,-10.634774220101685,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,275,37.25,0.0
-69.66091909172562,-10.621705131454926,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.66069171061406,-10.617348756812811,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.66046442814802,-10.612992376295036,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,297,37.25,0.0
-69.66023724432085,-10.608635989904158,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,297,37.25,0.0
-69.65794940288458,-10.652419875286958,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.65772139113513,-10.64806344973188,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.65749347805219,-10.643707018285614,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.6572656636291,-10.639350580950726,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.6570379478592,-10.63499413772977,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.65681033073577,-10.630637688625312,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.65658281225215,-10.626281233639912,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.65635539240171,-10.62192477277613,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.65612807117773,-10.617568306036526,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.65590084857358,-10.613211833423666,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.65567372458257,-10.608855354940108,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.6533852773395,-10.652640106211654,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.653157325663,-10.648283588565176,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.6529294726273,-10.643927065029915,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.65270171822573,-10.639570535608438,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.6524740624516,-10.635214000303304,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.65224650529825,-10.630857459117074,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.65201904675901,-10.626500912052308,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.6517916868272,-10.622144359111562,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.65156442549615,-10.6177878002974,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.6513372627592,-10.613431235612378,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.65111019860969,-10.609074665059056,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,295,37.25,0.0
-69.64882114550777,-10.652860281982631,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,280,37.25,0.0
-69.64813776655173,-10.639790435181231,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.64791017077873,-10.635433807814854,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.64768267360078,-10.631077174569777,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.64745527501123,-10.626720535448571,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.64722797500337,-10.622363890453792,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,295,37.25,0.0
-69.64700077357057,-10.618007239587998,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,295,37.25,0.0
-69.64677367070614,-10.613650582853746,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,295,37.25,0.0
-69.64654666640347,-10.609293920253592,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,295,37.25,0.0
-69.64425700739062,-10.653080402592444,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,280,37.25,0.0
-69.64402917587607,-10.648723700831958,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,280,37.25,0.0
-69.64357380860835,-10.640010279661665,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.6433462728418,-10.635653560256968,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.6431188356446,-10.631296834975986,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.64289149701005,-10.626940103821273,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.64266425693148,-10.622583366795393,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.64243711540226,-10.618226623900895,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.6422100724157,-10.613869875140344,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.64198312796513,-10.609513120516295,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.63969286298939,-10.653300468033638,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.6394650915638,-10.64894367425056,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.63923741870187,-10.64458687458592,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.63900984439685,-10.640230069042286,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.63878236864213,-10.635873257622212,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.63855499143098,-10.63151644032826,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,305,37.25,0.0
-69.63832771275678,-10.627159617162976,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,305,37.25,0.0
-69.63810053261284,-10.622802788128933,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.6378734509925,-10.618445953228669,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.63764646788911,-10.614089112464754,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.63741958329601,-10.609732265839735,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.63512871230535,-10.65352047829876,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.63490100097408,-10.64916359251602,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.63467338818072,-10.644806700854138,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.63444587391857,-10.640449803315663,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.63421845818097,-10.636092899903154,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.63399114096121,-10.631735990619164,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.63376392225268,-10.627379075466257,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.63353680204867,-10.62302215444698,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.63330978034256,-10.618665227563891,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.63308285712766,-10.614308294819551,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.63285603239733,-10.609951356216506,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.63056455533973,-10.653740433380364,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.63033690410815,-10.649383455620915,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.63010935138871,-10.645026471984728,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.62988189717474,-10.640669482474353,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,279,37.25,0.0
-69.6296545414596,-10.63631248709235,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.62942728423657,-10.631955485841273,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.62920012549903,-10.627598478723677,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.62897306524029,-10.623241465742112,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.62874610345371,-10.61888444689914,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.62851924013263,-10.614527422197312,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.62829247527037,-10.610170391639183,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.62600039209387,-10.653960333271003,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.62577280096728,-10.649603263557792,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.62554530832712,-10.645246187970242,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,282,37.25,0.0
-69.62531791416669,-10.64088910651092,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,282,37.25,0.0
-69.6250906184793,-10.63653201918237,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.62486342125835,-10.63217492598715,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.62463632249711,-10.627817826927812,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,310,37.25,0.0
-69.62440932218897,-10.623460722006913,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.62418242032724,-10.619103611227,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.62395561690526,-10.614746494590628,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.62372891191643,-10.610389372100355,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.62143622256903,-10.654180177963232,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.6212086915528,-10.649823016319209,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.6209812589972,-10.645465848803257,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,282,37.25,0.0
-69.62075392489562,-10.641108675417929,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,282,37.25,0.0
-69.62052668924136,-10.63675149616578,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.62029955202777,-10.632394311049364,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.62007251324819,-10.628037120071236,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,310,37.25,0.0
-69.61984557289595,-10.623679923233944,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,310,37.25,0.0
-69.61961873096439,-10.619322720540035,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.61939198744687,-10.614965511992075,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.61916534233674,-10.61060829759261,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.6168720467665,-10.6543999674496,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,296,37.25,0.0
-69.61664457586592,-10.65004271389772,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,296,37.25,0.0
-69.61641720340026,-10.645685454476316,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,289,37.25,0.0
-69.61618992936286,-10.64132818918794,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,289,37.25,0.0
-69.61596275374706,-10.636970918035152,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,299,37.25,0.0
-69.61573567654617,-10.632613641020496,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,299,37.25,0.0
-69.61550869775354,-10.628256358146524,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,307,37.25,0.0
-69.61528181736253,-10.623899069415792,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,307,37.25,0.0
-69.61505503536645,-10.619541774830846,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,299,37.25,0.0
