longitude,latitude,temp_seasonality,temp_annual_range,precip_driest_quarter,max_temp_warmest_month,annual_precipitation,precip_coldest_quarter,isothermality,elevation,sand_frac_pct,gravel_frac_pct
-69.61482835175869,-10.61518447439424,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.61460176653257,-10.610827168108528,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.65978317255646,-10.59992319951335,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,285,37.25,0.0
-69.65932949526768,-10.591210385660872,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.65910280453502,-10.586853969942911,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,286,37.25,0.0
-69.65521977241342,-10.600142380371128,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,284,37.25,0.0
-69.65499294422197,-10.59578588429083,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.65476621461704,-10.591429382350071,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.65453958359203,-10.58707287455142,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,286,37.25,0.0
-69.6506563660464,-10.60036150635776,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.65042959761931,-10.5960049182149,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,286,37.25,0.0
-69.65020292775304,-10.591648324213976,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,286,37.25,0.0
-69.64997635644099,-10.587291724357549,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,285,37.25,0.0
-69.64609295345667,-10.60058057746583,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.64586624479925,-10.596223897283334,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,286,37.25,0.0
-69.64563963467695,-10.591867211245166,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,286,37.25,0.0
-69.64541312308315,-10.587510519353897,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,285,37.25,0.0
-69.64152953464546,-10.600799593687926,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,284,37.25,0.0
-69.64130288576303,-10.596442821488722,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.64107633539003,-10.592086043436243,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.64084988351979,-10.587729259533052,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.64062353014569,-10.583372469781704,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.63696610961408,-10.601018555016632,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,284,37.25,0.0
-69.63673952051195,-10.596661690823652,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.63651302989352,-10.592304820779797,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.63628663775215,-10.58794794488762,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.63606034408122,-10.583591063149676,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,276,37.25,0.0
-69.63240267836376,-10.601237461444535,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.63217614904725,-10.596880505280716,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.63194971818872,-10.592523543268417,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.63172338578153,-10.588166575410192,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.63149715181905,-10.583809601708593,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.62783924089582,-10.601456312964231,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.62761277137021,-10.597099264852517,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.62738640027686,-10.592742210894713,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.62716012760916,-10.588385151093377,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.62693395336045,-10.584028085451054,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.62327579721148,-10.601675109568305,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,297,37.25,0.0
-69.62304938748211,-10.597317969531636,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.62282307615926,-10.592960823651268,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.62259686323634,-10.588603671929762,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.62237074870667,-10.584246514369664,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.61871234731203,-10.601893851249352,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,297,37.25,0.0
-69.61848599738417,-10.597536619310674,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.61825974583715,-10.59317938153069,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,291,37.25,0.0
-69.61803359266429,-10.58882213791196,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,293,37.25,0.0
-69.617807537859,-10.584464888457031,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.61414889119874,-10.602112537999972,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,292,37.25,0.0
-69.61392260107772,-10.597755214182229,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,280,37.25,0.0
-69.6136964093118,-10.59339788452558,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,280,37.25,0.0
-69.61347031589432,-10.589040549032571,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.61324432081868,-10.584683207705757,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,287,37.25,0.0
-69.6215650112047,-10.91627478971974,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,294,37.25,0.0
-69.62133174522741,-10.911917708977526,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,295,37.25,0.0
-69.62109857803928,-10.907560622217243,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,295,37.25,0.0
-69.62086550963343,-10.903203529441464,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,291,37.25,0.0
-69.62063254000302,-10.898846430652736,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,291,37.25,0.0
-69.61923679612143,-10.872703711792012,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.61699716149764,-10.916499928322892,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.61629784488694,-10.903428392096426,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.6160649368584,-10.899071201329903,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.61583212757259,-10.89471400455547,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.6155994170227,-10.89035680177568,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.61536680520189,-10.88599959299309,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,304,37.25,0.0
-69.6146695620455,-10.87292793065415,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,300,37.25,0.0
-69.61173017355989,-10.90365319820591,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.61149732713868,-10.89929591548459,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.61126457943438,-10.894938626757812,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.61103193044015,-10.890581332028148,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.61079938014916,-10.88622403129815,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,304,37.25,0.0
-69.61056692855458,-10.88186672457038,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,304,37.25,0.0
-69.6101023214273,-10.873152093131743,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,300,37.25,0.0
-69.60716249565363,-10.903877947762298,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,296,37.25,0.0
-69.60692971084521,-10.89952057310917,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,296,37.25,0.0
-69.60669702472788,-10.895163192453053,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,300,37.25,0.0
-69.60646443729478,-10.890805805796507,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,300,37.25,0.0
-69.60553507426813,-10.8733761992172,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.6025948111695,-10.904102640757966,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,296,37.25,0.0
-69.60236208797934,-10.89974517419603,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,296,37.25,0.0
-69.60212946345446,-10.89538770163357,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,300,37.25,0.0
-69.60189693758795,-10.891030223073145,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,300,37.25,0.0
-69.60096782056934,-10.87360024890292,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,298,37.25,0.0
-69.59849273918717,-10.913042376076394,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.59825988032145,-10.908684829632431,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.59802712010882,-10.904327277185295,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.59779445854244,-10.899969718737555,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.59756189561544,-10.895612154291754,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.59732943132101,-10.891254583850444,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.5970970656523,-10.886897007416197,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,305,37.25,0.0
-69.5968647986025,-10.882539424991553,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,305,37.25,0.0
-69.59663263016476,-10.87818183657907,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,298,37.25,0.0
-69.59640056033226,-10.87382424218131,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,298,37.25,0.0
-69.59392491821534,-10.913267139660771,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.59369212103056,-10.908909501349076,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.59345942247299,-10.904551857036685,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.59322682253583,-10.900194206726136,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.5929943212122,-10.895836550419997,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.59276191849528,-10.891478888120815,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,300,37.25,0.0
-69.59252961437828,-10.887121219831146,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.59229740885432,-10.882763545553551,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.59206530191658,-10.878405865290576,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,294,37.25,0.0
-69.59183329355824,-10.874048179044774,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,294,37.25,0.0
-69.58935709065875,-10.913491846615562,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,302,37.25,0.0
-69.58912435516035,-10.909134116459148,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,302,37.25,0.0
-69.58842674024606,-10.89606089001069,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,300,37.25,0.0
-69.58819439911215,-10.891703135876636,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,300,37.25,0.0
-69.58796215655228,-10.887345375754562,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.58773001255962,-10.88298760964702,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.58749796712735,-10.878629837556554,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,294,37.25,0.0
-69.58726602024863,-10.874272059485724,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,294,37.25,0.0
-69.58478925651873,-10.913716496933148,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,302,37.25,0.0
-69.5845565827122,-10.909358674955024,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,302,37.25,0.0
-69.58385915271838,-10.89628517305622,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.58362687317293,-10.891927327110311,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.58339469217566,-10.887569475178845,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,291,37.25,0.0
-69.58316260971976,-10.883211617264362,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,291,37.25,0.0
-69.58293062579841,-10.878853753369414,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,290,37.25,0.0
-69.58269874040478,-10.874495883496564,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,290,37.25,0.0
-69.5792915586305,-10.896509399548991,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,299,37.25,0.0
-69.57905934067898,-10.89215146181424,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,299,37.25,0.0
-69.57882722124977,-10.887793518096387,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,291,37.25,0.0
-69.57859520033608,-10.88343556839798,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,291,37.25,0.0
-69.5783632779311,-10.879077612721568,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,290,37.25,0.0
-69.578131454028,-10.874719651069707,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,290,37.25,0.0
-69.57565356849385,-10.914165627626229,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,305,37.25,0.0
-69.57542101808744,-10.90980762207374,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,305,37.25,0.0
-69.57472395798376,-10.896733569481391,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,290,37.25,0.0
-69.57449180163161,-10.892375539980817,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,290,37.25,0.0
-69.57425974377594,-10.8880175044996,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,300,37.25,0.0
-69.57402778440994,-10.883659463040283,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,300,37.25,0.0
-69.57379592352677,-10.879301415605422,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,298,37.25,0.0
-69.57356416111965,-10.87494336219756,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,298,37.25,0.0
-69.61877233805434,-10.863989424184322,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,298,37.25,0.0
-69.61854025709508,-10.859632271394348,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,298,37.25,0.0
-69.61784460643266,-10.846560777110634,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.61761292026092,-10.84220360038666,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.61738133276904,-10.837846417685585,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.61714984395022,-10.833489229009963,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.6142052267947,-10.864213459127798,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.61397320720486,-10.859856214382178,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.6137412862963,-10.855498963651678,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.6135094640622,-10.851141706938852,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.61327774049577,-10.84678444424626,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.61304611559018,-10.84242717557646,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.61281458933863,-10.838069900932007,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.61258316173432,-10.833712620315463,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,303,37.25,0.0
-69.6096381090037,-10.86443743773271,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.60940615078873,-10.860080101054436,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,296,37.25,0.0
-69.60917429122921,-10.855722758393735,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.60894253031833,-10.851365409753162,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.6087108680493,-10.847008055135278,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.60847930441528,-10.842650694542636,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.60824783940951,-10.838293327977796,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,291,37.25,0.0
-69.60801647302515,-10.83393595544331,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,291,37.25,0.0
-69.60507098468264,-10.864661359991468,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,296,37.25,0.0
-69.60483908784798,-10.86030393140353,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,296,37.25,0.0
-69.60460728964296,-10.85594649683562,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.60437559006074,-10.851589056290292,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.60414398909455,-10.847231609770104,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.60391248673757,-10.842874157277612,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,293,37.25,0.0
-69.603681082983,-10.838516698815368,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,291,37.25,0.0
-69.60344977782403,-10.834159234385934,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,291,37.25,0.0
-69.60050385383286,-10.86488522589648,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,292,37.25,0.0
-69.60027201838396,-10.860527705421871,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,292,37.25,0.0
-69.59957710363288,-10.847455108143166,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.59934566255836,-10.843097563773815,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.59911432006044,-10.838740013437166,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.59888307613228,-10.834382457135767,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.59593671645571,-10.865109035440163,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,292,37.25,0.0
-69.59570494239803,-10.86075142310188,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,292,37.25,0.0
-69.59501021166561,-10.847678550246878,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.594778831879,-10.843320914023668,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,290,37.25,0.0
-69.59454755064313,-10.838963271835604,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.59431636795125,-10.834605623685247,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,301,37.25,0.0
-69.59044331319407,-10.847901936073676,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.5902119947008,-10.8435442080196,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.58998077473245,-10.839186474003125,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.58974965328224,-10.834828734026802,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.58587640821962,-10.848125265615977,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.58564515102512,-10.843767445754043,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.5854139923297,-10.839409619932155,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.58518293212661,-10.835051788152876,86.11739,15.651001,67.0,31.634,1613.0,67.0,72.021484,299,37.25,0.0
-69.58223526517341,-10.865780125827335,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,306,37.25,0.0
-69.58200367532204,-10.861422238036065,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,287,37.25,0.0
-69.58177218397115,-10.857064344277086,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,287,37.25,0.0
-69.58154079111392,-10.852706444552954,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,293,37.25,0.0
-69.58130949674357,-10.84834853886622,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,298,37.25,0.0
-69.58107830085326,-10.843990627219434,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,298,37.25,0.0
-69.58084720343624,-10.839632709615142,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,297,37.25,0.0
-69.58061620448571,-10.8352747860559,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,297,37.25,0.0
-69.57766810170013,-10.866003709849824,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,306,37.25,0.0
-69.57743657326178,-10.861645730286904,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,287,37.25,0.0
-69.57720514329803,-10.857287744758732,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,287,37.25,0.0
-69.57697381180212,-10.852929753267857,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,293,37.25,0.0
-69.57674257876724,-10.848571755816828,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,293,37.25,0.0
-69.5765114441866,-10.844213752408198,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,298,37.25,0.0
-69.57628040805338,-10.83985574304451,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,297,37.25,0.0
-69.57604947036081,-10.835497727728317,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,293,37.25,0.0
-69.5731009317062,-10.866227237473051,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,292,37.25,0.0
-69.57286946468626,-10.8618691661615,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,285,37.25,0.0
-69.57263809611513,-10.85751108888715,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,285,37.25,0.0
-69.57240682598598,-10.853153005652544,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,301,37.25,0.0
-69.572175654292,-10.848794916460232,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,301,37.25,0.0
-69.57194458102643,-10.844436821312769,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,289,37.25,0.0
-69.57171360618246,-10.840078720212697,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,293,37.25,0.0
-69.57148272975328,-10.835720613162566,86.72932,15.787,67.0,31.786,1603.0,67.0,71.901985,293,37.25,0.0
-69.60819867281695,-10.663554237768112,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.60363435784843,-10.663774045277432,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.6077436763335,-10.654839380775003,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,298,37.25,0.0
-69.60751632568025,-10.650481943476285,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,298,37.25,0.0
-69.60728907341043,-10.64612450031285,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.60706191951738,-10.641767051287252,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.60683486399445,-10.637409596402048,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.60660790683492,-10.633052135659778,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.60638104803219,-10.628694669062998,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,308,37.25,0.0
-69.60615428757957,-10.624337196614253,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,308,37.25,0.0
-69.60592762547046,-10.619979718316094,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,302,37.25,0.0
-69.60570106169814,-10.615622234171068,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,302,37.25,0.0
-69.605474596256,-10.611264744181724,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,288,37.25,0.0
-69.60317948170558,-10.655059004599154,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,298,37.25,0.0
-69.602952191184,-10.650701475461458,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,298,37.25,0.0
-69.60272499902011,-10.646343940461453,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.60249790520722,-10.641986399601691,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.60227090973869,-10.63762885288472,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.60204401260783,-10.633271300313083,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.60181721380803,-10.62891374188934,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,308,37.25,0.0
-69.60159051333261,-10.624556177616029,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,308,37.25,0.0
-69.6013639111749,-10.6201986074957,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,302,37.25,0.0
-69.60113740732828,-10.615841031530907,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.6009110017861,-10.611483449724188,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,300,37.25,0.0
-69.59861528080509,-10.655278573187688,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,308,37.25,0.0
